source,record_id,district,taluk,village,survey_number,owner_name,area_sqm,land_use,data_note
SURVEY,SUR-ALUR-069,Davanagere,Davanagere,Alur,172,Owner 069,2499.4,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-070,Davanagere,Davanagere,Alur,173,Owner 070,3811.22,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-071,Davanagere,Davanagere,Alur,174,Owner 071,4744.35,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-072,Davanagere,Davanagere,Alur,174,Owner 072,957.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-073,Davanagere,Davanagere,Alur,175,Owner 073,1083.63,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-074,Davanagere,Davanagere,Alur,176,Owner 074,1444.66,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-075,Davanagere,Davanagere,Alur,177,Owner 075,1459.58,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-076,Davanagere,Davanagere,Alur,178,Owner 076,4007.0,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-077,Davanagere,Davanagere,Alur,179,Owner 077,3850.71,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-078,Davanagere,Davanagere,Alur,180,Owner 078 A,2882.98,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-079,Davanagere,Davanagere,Alur,181,Owner 079,1256.68,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-080,Davanagere,Davanagere,Alur,182,Owner 080,2250.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-081,Davanagere,Davanagere,Alur,183,Owner 081,2514.99,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-082,Davanagere,Davanagere,Alur,184,Owner 082,4039.33,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-083,Davanagere,Davanagere,Alur,185,Owner 083,1434.16,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-084,Davanagere,Davanagere,Alur,186,Owner 084,3736.85,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-085,Davanagere,Davanagere,Alur,187,Owner 085,4005.38,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-086,Davanagere,Davanagere,Alur,188,Owner 086,3312.63,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-087,Davanagere,Davanagere,Alur,189,Owner 087,4646.61,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-088,Davanagere,Davanagere,Alur,190,Owner 088,2823.39,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-089,Davanagere,Davanagere,Alur,191,Owner 089 A,2033.03,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-090,Davanagere,Davanagere,Alur,192,Owner 090,4448.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-091,Davanagere,Davanagere,Alur,193,Owner 091,855.23,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-092,Davanagere,Davanagere,Alur,194,Owner 092,604.78,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-093,Davanagere,Davanagere,Alur,195,Owner 093,3045.4,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-094,Davanagere,Davanagere,Alur,196,Owner 094,3478.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-095,Davanagere,Davanagere,Alur,196,Owner 095,3901.47,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-096,Davanagere,Davanagere,Alur,197,Owner 096,1666.39,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-097,Davanagere,Davanagere,Alur,199,Owner 097,3147.99,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-098,Davanagere,Davanagere,Alur,201,Owner 098,3730.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-099,Davanagere,Davanagere,Alur,202,Owner 099,2270.14,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-100,Davanagere,Davanagere,Alur,203,Owner 100 A,4840.88,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-101,Davanagere,Davanagere,Alur,204,Owner 101,650.48,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-102,Davanagere,Davanagere,Alur,205,Owner 102,753.49,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-103,Davanagere,Davanagere,Alur,206,Owner 103,936.33,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-104,Davanagere,Davanagere,Alur,207,Owner 104,3067.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-105,Davanagere,Davanagere,Alur,208,Owner 105,4284.71,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-106,Davanagere,Davanagere,Alur,209,Owner 106,1273.55,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-107,Davanagere,Davanagere,Alur,210,Owner 107,3854.93,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-108,Davanagere,Davanagere,Alur,211,Owner 108,3344.79,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-109,Davanagere,Davanagere,Alur,212,Owner 109,3591.3,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-110,Davanagere,Davanagere,Alur,214,Owner 110,3987.36,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-111,Davanagere,Davanagere,Alur,279,Owner 111 A,2292.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-112,Davanagere,Davanagere,Alur,33,Owner 112,4889.61,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-113,Davanagere,Davanagere,Alur,48,Owner 113,1090.79,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-114,Davanagere,Davanagere,Alur,49,Owner 114,1644.71,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-115,Davanagere,Davanagere,Alur,50,Owner 115,3987.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-116,Davanagere,Davanagere,Alur,51,Owner 116,2944.6,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-117,Davanagere,Davanagere,Alur,52,Owner 117,4648.35,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-118,Davanagere,Davanagere,Alur,53,Owner 118,934.17,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-119,Davanagere,Davanagere,Alur,54,Owner 119,1914.52,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-120,Davanagere,Davanagere,Alur,55,Owner 120,4048.54,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-121,Davanagere,Davanagere,Alur,55,Owner 121,1047.82,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-122,Davanagere,Davanagere,Alur,56,Owner 122 A,3736.12,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-123,Davanagere,Davanagere,Alur,56,Owner 123,1414.73,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-124,Davanagere,Davanagere,Alur,57,Owner 124,2627.65,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-125,Davanagere,Davanagere,Alur,57,Owner 125,831.35,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-126,Davanagere,Davanagere,Alur,61,Owner 126,2790.15,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-127,Davanagere,Davanagere,Alur,62,Owner 127,3246.21,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-128,Davanagere,Davanagere,Alur,63,Owner 128,2464.32,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-129,Davanagere,Davanagere,Alur,64,Owner 129,811.55,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-130,Davanagere,Davanagere,Alur,64,Owner 130,3532.45,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-131,Davanagere,Davanagere,Alur,65,Owner 131,4294.11,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-132,Davanagere,Davanagere,Alur,65,Owner 132,752.21,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-133,Davanagere,Davanagere,Alur,66,Owner 133 A,1012.08,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-134,Davanagere,Davanagere,Alur,67,Owner 134,649.81,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-135,Davanagere,Davanagere,Alur,68,Owner 135,3284.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-136,Davanagere,Davanagere,Alur,68,Owner 136,4872.37,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-137,Davanagere,Davanagere,Alur,69,Owner 137,4225.52,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-138,Davanagere,Davanagere,Alur,70,Owner 138,4457.84,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-139,Davanagere,Davanagere,Alur,71,Owner 139,1389.72,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-140,Davanagere,Davanagere,Alur,72,Owner 140,1260.25,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-141,Davanagere,Davanagere,Alur,73,Owner 141,766.58,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-142,Davanagere,Davanagere,Alur,74,Owner 142,921.88,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-143,Davanagere,Davanagere,Alur,75,Owner 143,4665.05,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-144,Davanagere,Davanagere,Alur,76,Owner 144 A,2500.28,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-145,Davanagere,Davanagere,Alur,77,Owner 145,4858.65,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-146,Davanagere,Davanagere,Alur,78,Owner 146,3004.95,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-147,Davanagere,Davanagere,Alur,79,Owner 147,3611.83,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-148,Davanagere,Davanagere,Alur,80,Owner 148,4513.72,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-149,Davanagere,Davanagere,Alur,81,Owner 149,1192.33,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-150,Davanagere,Davanagere,Alur,81,Owner 150,1444.95,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-151,Davanagere,Davanagere,Alur,82,Owner 151,2320.84,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-152,Davanagere,Davanagere,Alur,83,Owner 152,4136.48,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
