source,record_id,district,taluk,village,survey_number,owner_name,area_sqm,land_use,data_note
REVENUE,REV-ALUR-049,Davanagere,Davanagere,Alur,156,Owner 049,4430.77,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-050,Davanagere,Davanagere,Alur,157,Owner 050,4789.09,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-051,Davanagere,Davanagere,Alur,157,Owner 051,1710.92,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-052,Davanagere,Davanagere,Alur,158,Owner 052,4525.11,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-053,Davanagere,Davanagere,Alur,158,Owner 053,797.92,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-054,Davanagere,Davanagere,Alur,159,Owner 054,1987.25,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-055,Davanagere,Davanagere,Alur,160,Owner 055,4103.37,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-056,Davanagere,Davanagere,Alur,161,Owner 056,4803.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-057,Davanagere,Davanagere,Alur,162,Owner 057,3216.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-058,Davanagere,Davanagere,Alur,163,Owner 058,2269.77,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-059,Davanagere,Davanagere,Alur,164,Owner 059,2776.35,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-060,Davanagere,Davanagere,Alur,165,Owner 060,3234.94,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-061,Davanagere,Davanagere,Alur,166,Owner 061,4624.56,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-062,Davanagere,Davanagere,Alur,167,Owner 062,4329.74,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-063,Davanagere,Davanagere,Alur,168,Owner 063,3476.84,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-064,Davanagere,Davanagere,Alur,168,Owner 064,4499.48,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-065,Davanagere,Davanagere,Alur,169,Owner 065,3548.02,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-066,Davanagere,Davanagere,Alur,169,Owner 066,4681.34,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-067,Davanagere,Davanagere,Alur,170,Owner 067,4222.11,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-068,Davanagere,Davanagere,Alur,171,Owner 068,1282.1,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-069,Davanagere,Davanagere,Alur,172,Owner 069,2762.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-070,Davanagere,Davanagere,Alur,173,Owner 070,4448.43,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-071,Davanagere,Davanagere,Alur,174,Owner 071,3382.47,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-072,Davanagere,Davanagere,Alur,174,Owner 072,2218.98,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-073,Davanagere,Davanagere,Alur,175,Owner 073,825.06,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-074,Davanagere,Davanagere,Alur,176,Owner 074,2635.12,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-075,Davanagere,Davanagere,Alur,177,Owner 075,3855.13,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-076,Davanagere,Davanagere,Alur,178,Owner 076,2429.53,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-077,Davanagere,Davanagere,Alur,179,Owner 077,1436.1,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-078,Davanagere,Davanagere,Alur,180,Owner 078,1353.32,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-079,Davanagere,Davanagere,Alur,181,Owner 079,2803.07,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-080,Davanagere,Davanagere,Alur,182,Owner 080,1088.07,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-081,Davanagere,Davanagere,Alur,183,Owner 081,3625.85,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-082,Davanagere,Davanagere,Alur,184,Owner 082,4150.3,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-083,Davanagere,Davanagere,Alur,185,Owner 083,860.75,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-084,Davanagere,Davanagere,Alur,186,Owner 084,4667.01,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-085,Davanagere,Davanagere,Alur,187,Owner 085,3017.47,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-086,Davanagere,Davanagere,Alur,188,Owner 086,2725.27,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-087,Davanagere,Davanagere,Alur,189,Owner 087,4333.2,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-088,Davanagere,Davanagere,Alur,190,Owner 088,2044.8,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-089,Davanagere,Davanagere,Alur,191,Owner 089,4265.63,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-090,Davanagere,Davanagere,Alur,192,Owner 090,4483.87,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-091,Davanagere,Davanagere,Alur,193,Owner 091,2517.96,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-092,Davanagere,Davanagere,Alur,194,Owner 092,4440.2,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-093,Davanagere,Davanagere,Alur,195,Owner 093,1737.97,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-094,Davanagere,Davanagere,Alur,196,Owner 094,1583.96,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-095,Davanagere,Davanagere,Alur,196,Owner 095,4340.01,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-096,Davanagere,Davanagere,Alur,197,Owner 096,2365.33,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-097,Davanagere,Davanagere,Alur,199,Owner 097,4492.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-098,Davanagere,Davanagere,Alur,201,Owner 098,3243.92,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-099,Davanagere,Davanagere,Alur,202,Owner 099,1869.91,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-100,Davanagere,Davanagere,Alur,203,Owner 100,3275.41,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-101,Davanagere,Davanagere,Alur,204,Owner 101,1055.78,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-102,Davanagere,Davanagere,Alur,205,Owner 102,4716.46,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-103,Davanagere,Davanagere,Alur,206,Owner 103,4585.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-104,Davanagere,Davanagere,Alur,207,Owner 104,2785.99,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-105,Davanagere,Davanagere,Alur,208,Owner 105,4457.7,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-106,Davanagere,Davanagere,Alur,209,Owner 106,908.03,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-107,Davanagere,Davanagere,Alur,210,Owner 107,2982.52,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-108,Davanagere,Davanagere,Alur,211,Owner 108,815.91,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-109,Davanagere,Davanagere,Alur,212,Owner 109,3921.79,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-110,Davanagere,Davanagere,Alur,214,Owner 110,1936.94,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-111,Davanagere,Davanagere,Alur,279,Owner 111,735.46,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-112,Davanagere,Davanagere,Alur,33,Owner 112,1668.42,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-113,Davanagere,Davanagere,Alur,48,Owner 113,1933.15,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-114,Davanagere,Davanagere,Alur,49,Owner 114,1016.32,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-115,Davanagere,Davanagere,Alur,50,Owner 115,3641.64,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-116,Davanagere,Davanagere,Alur,51,Owner 116,3441.57,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-117,Davanagere,Davanagere,Alur,52,Owner 117,1330.91,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-118,Davanagere,Davanagere,Alur,53,Owner 118,4543.07,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-119,Davanagere,Davanagere,Alur,54,Owner 119,906.55,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-120,Davanagere,Davanagere,Alur,55,Owner 120,3117.62,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-121,Davanagere,Davanagere,Alur,55,Owner 121,2248.92,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-122,Davanagere,Davanagere,Alur,56,Owner 122,4129.18,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-123,Davanagere,Davanagere,Alur,56,Owner 123,3839.8,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-124,Davanagere,Davanagere,Alur,57,Owner 124,2656.03,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-125,Davanagere,Davanagere,Alur,57,Owner 125,4742.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-126,Davanagere,Davanagere,Alur,61,Owner 126,4503.29,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-127,Davanagere,Davanagere,Alur,62,Owner 127,3640.01,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-128,Davanagere,Davanagere,Alur,63,Owner 128,2080.65,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-129,Davanagere,Davanagere,Alur,64,Owner 129,2247.38,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-130,Davanagere,Davanagere,Alur,64,Owner 130,3849.71,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-131,Davanagere,Davanagere,Alur,65,Owner 131,1270.02,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-132,Davanagere,Davanagere,Alur,65,Owner 132,2167.59,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-133,Davanagere,Davanagere,Alur,66,Owner 133,4635.71,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-134,Davanagere,Davanagere,Alur,67,Owner 134,1582.6,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-135,Davanagere,Davanagere,Alur,68,Owner 135,1018.55,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-136,Davanagere,Davanagere,Alur,68,Owner 136,2105.96,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-137,Davanagere,Davanagere,Alur,69,Owner 137,2179.11,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-138,Davanagere,Davanagere,Alur,70,Owner 138,4311.52,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-139,Davanagere,Davanagere,Alur,71,Owner 139,750.08,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-140,Davanagere,Davanagere,Alur,72,Owner 140,2642.87,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-141,Davanagere,Davanagere,Alur,73,Owner 141,3843.15,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-142,Davanagere,Davanagere,Alur,74,Owner 142,641.52,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-143,Davanagere,Davanagere,Alur,75,Owner 143,1715.4,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-144,Davanagere,Davanagere,Alur,76,Owner 144,3249.44,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-145,Davanagere,Davanagere,Alur,77,Owner 145,3375.46,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-146,Davanagere,Davanagere,Alur,78,Owner 146,4504.99,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-147,Davanagere,Davanagere,Alur,79,Owner 147,774.41,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-148,Davanagere,Davanagere,Alur,80,Owner 148,3925.93,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-149,Davanagere,Davanagere,Alur,81,Owner 149,890.13,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-150,Davanagere,Davanagere,Alur,81,Owner 150,1582.54,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-151,Davanagere,Davanagere,Alur,82,Owner 151,581.43,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-152,Davanagere,Davanagere,Alur,83,Owner 152,2534.02,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-153,Davanagere,Davanagere,Alur,84,Owner 153,4934.68,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-154,Davanagere,Davanagere,Alur,85,Owner 154,3742.21,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
